Language,Phonemes
BERTA,"['b', 'd̠ʒ', 'd̪|d', 'h', 'j', 'kʼ', 'l̪|l', 'm', 'mb', 'n̪d̪|nd', 'n̪|n', 'pʼ', 'r̪|r', 's̪|s', 's̪ʼ|sʼ', 'w', 'ŋ', 'ŋɡ', 'ɗ̪|ɗ', 'ɡ', 'ɸ', 'ʃ', 'ʔ', 'θ', 'a', 'e̞', 'i', 'o̞', 'u']"
CHANGZHOU,"['f', 'h', 'j', 'k', 'kɦ', 'kʰ', 'l̪|l', 'm', 'n̪|n', 'p', 'pɦ', 'pʰ', 's̪|s', 't̪s̪|ts', 't̪s̪ɦ|tsɦ', 't̪s̪ʰ|tsʰ', 't̪|t', 't̪ɦ|tɦ', 't̪ʰ|tʰ', 'v', 'w', 'z̪|z', 'ŋ', 'ɦ', 'ʔ', 'a', 'i', 'ĩ', 'o̞', 'õ̞', 'u', 'y', 'æ̃', 'ə']"
NGIYAMBAA,"['j', 'k', 'l', 'm', 'n', 'n̠', 'n̪', 'p', 't', 't̠', 't̪', 'w', 'ŋ', 'ɻ', 'ᴅ', 'a', 'i', 'u']"
KAWAIISU,"['b', 'd̪|d', 'h', 'hʷ', 'j', 'k', 'kʷ', 'l̪|l', 'm', 'n̪|n', 'p', 's̪|s', 't̠ʃ', 't̪s̪|ts', 't̪|t', 'v', 'w', 'z̪|z', 'ŋ', 'ɣ', 'ɣʷ', 'ɾ̪|ɾ', 'ʃ', 'ʒ', 'ʔ', 'a', 'e̞', 'i', 'o̞', 'u', 'ɯ']"
KOMA,"['b', 'd', 'h', 'j', 'k', 'kʼ', 'l', 'm', 'n', 'p', 'pʼ', 'r', 's', 'sʼ', 't', 'tʼ', 'w', 'ŋ', 'ɓ', 'ɗ', 'ɡ', 'ʃ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ə', 'ɛ']"
KPELLE,"['b', 'd', 'f', 'j', 'k', 'kp', 'kʷ', 'l', 'm', 'n', 'p', 's', 't', 'v', 'z', 'ŋ', 'ɓ', 'ɡ', 'ɡb', 'ɡʷ', 'ɣ', 'ɾ', 'a', 'ã', 'i', 'ĩ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃', 'ɪ', 'ʊ']"
KADUGLI,"['b', 'c', 'd', 'd̪', 'f', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̪', 'w', 'ŋ', 'ɓ', 'ɗ̪', 'ɡ', 'ɲ', 'ʄ', 'a', 'e̞', 'i', 'o̞', 'u']"
YAGUA,"['h', 'j', 'k', 'm', 'n', 'p', 't', 'ts', 't̠ʃ', 'w', 'ɾ', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'ɔ', 'ɔ̃', 'ɨ', 'ɨ̃', 'ʊ', 'ʊ̃']"
YAQUI,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'w', 'ɡ', 'ɾ', 'ʔ', 'a', 'e̞', 'i', 'o̞', 'u']"
YUCUNA,"['h', 'j', 'k', 'm', 'n', 'n̠', 'p', 'pʰ', 's', 't', 'tʰ', 't̠ʃ', 'w', 'ɺ', 'ɾ', 'ʔ', 'a', 'i', 'o̞', 'u', 'ɛ']"
TAROK,"['R̪|R', 'b', 'd̠ʒ', 'd̪|d', 'f', 'h', 'j', 'k', 'kp', 'l̪|l', 'm', 'n̪|n', 'p', 's̪|s', 't̠ʃ', 't̪|t', 'v', 'w', 'z̪|z', 'ŋ', 'ɓ', 'ɗ̪|ɗ', 'ɡ', 'ɡb', 'ʃ', 'ʒ', 'a', 'e̞', 'i', 'o̞', 'u', 'ə']"
YAGARIA,"['b', 'd', 'h', 'j', 'k', 'm', 'n', 'p', 's', 't', 'v', 'ɡ', 'ʔ', 'ʟ', 'a', 'ae̞', 'ao̞', 'i', 'o̞', 'o̞u', 'u', 'ɛ', 'ɛi']"
YIDINY,"['b', 'd', 'j', 'l', 'm', 'n', 'r', 'w', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ɻ', 'a', 'i', 'u']"
YUKAGHIR,"['b', 'd̪|d', 'j', 'k', 'l̪|l', 'l̪ˠ|lˠ', 'm', 'n̪|n', 'p', 'q', 'r̪ˠ|rˠ', 's̪|s', 't̠ʃ', 't̪|t', 'w', 'ŋ', 'ɟ', 'ɡ', 'ɲ', 'ʁ', 'a̟', 'o̞', 'u', 'ɛ', 'ɪ', 'ɵ̞']"
YANA,"['R̪|R', 'b', 'd̠ʒ', 'd̪', 'h', 'j', 'kʰ', 'kʼ', 'l̪|l', 'm', 'n̪', 'pʰ', 'pʼ', 's̪', 't̠ʃʰ', 't̠ʃʼ', 't̪ʰ', 't̪ʼ', 'w', 'x', 'ɡ', 'ʔ', 'a', 'ai', 'au', 'e̞', 'i', 'o̞', 'u', 'ui']"
YORUBA,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 's', 't', 'w', 'ɡ', 'ɡb', 'ɾ', 'ʃ', 'a', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
YAREBA,"['b', 'd', 'dz', 'j', 'k', 'm', 'n', 's', 't', 'w', 'ɡ', 'ɸ', 'ɾ', 'a', 'e̞', 'i', 'o̞', 'u']"
NENETS,"['b', 'bʲ', 'j', 'k', 'l̪|l', 'l̪ʲ|lʲ', 'm', 'mʲ', 'n̪|n', 'n̪ʲ|nʲ', 'p', 'pʲ', 'r̪|r', 'r̪ʲ|rʲ', 's̪|s', 's̪ʲ|sʲ', 't̪s̪|ts', 't̪s̪ʲ|tsʲ', 't̪|t', 't̪ʲ|tʲ', 'x', 'ð', 'ðʲ', 'ŋ', 'ʔ', 'ʔ̬', 'β', 'a', 'ă', 'e̞', 'i', 'ĭ', 'o̞', 'u', 'ŭ']"
YESSAN-MAYO,"['h', 'j', 'kʰ', 'kʷ', 'l', 'm', 'mb', 'n', 'nd', 'r', 's', 'tʰ', 'w', 'ŋɡ', 'ŋɡʷ', 'ɸ', 'a', 'ɒ', 'ɜ', 'ɨ']"
YUCATEC,"['b̰', 'h', 'j', 'k', 'kʼ', 'l', 'm', 'n̪|n', 'p', 'pʼ', 's', 'ts', 'tsʼ', 't̠ʃ', 't̠ʃʼ', 't̪|t', 't̪ʼ|tʼ', 'w', 'ʃ', 'ʔ', 'a', 'a̰', 'e̞', 'i', 'ḭ', 'o̞', 'u', 'ṵ', 'ɔ̰', 'ɛ̰']"
YUCHI,"['b', 'd̠ʒ', 'd̪z̪|dz', 'd̪|d', 'h', 'j', 'j̰', 'k', 'kʰ', 'kʼ', 'l̪|l', 'l̪̰|l̰', 'n̪|n', 'n̪̰|n̰', 'p', 'pʰ', 'pʼ', 's̪|s', 's̪ʼ|sʼ', 't̠ʃ', 't̠ʃʰ', 't̠ʃʼ', 't̪s̪|ts', 't̪s̪ʰ|tsʰ', 't̪s̪ʼ|tsʼ', 't̪|t', 't̪ʰ|tʰ', 't̪ʼ|tʼ', 'w', 'w̰', 'ɡ', 'ɬ̪|ɬ', 'ɬ̪ʼ|ɬʼ', 'ɸ', 'ɸʼ', 'ʃ', 'ʃʼ', 'ʔ', 'a', 'e', 'ẽ̞', 'i', 'o', 'õ̞', 'u', 'æ']"
TAISHAN,"['f', 'h', 'j', 'k', 'kʰ', 'kʷ', 'kʷʰ', 'l̪|l', 'l̪̥|l̥', 'm', 'n̪|n', 'p', 'pʰ', 't̠ʃ', 't̠ʃʰ', 't̪|t', 't̪ʰ|tʰ', 'w', 'ŋ', 'ʃ', 'a', 'i', 'u', 'æ', 'ɔ']"
YULU,"['b', 'c', 'd̪', 'd̪z̪', 'f', 'h', 'j', 'k', 'kp', 'l̪', 'm', 'mb', 'n̪', 'n̪d̪', 'n̪z̪', 'p', 'r̪', 's̪', 't̪', 'v', 'w', 'z̪', 'ŋ', 'ŋmɡb', 'ŋɡ', 'ɓ', 'ɗ̪', 'ɟ', 'ɡ', 'ɡb', 'ɱv', 'ɲ', 'ɲɟ', 'ʄ', 'ʔ', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
YAWA,"['b', 'd', 'd̠ʒ', 'j', 'k', 'm', 'n', 'nʲ', 'p', 's', 'sʲ', 't', 'w', 'ɾ', 'a', 'e̞', 'i', 'o̞', 'u']"
AZANDE,"['b', 'd', 'f', 'h', 'j', 'k', 'kp', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ɡ', 'ɡb', 'ɲ', 'ɺ', 'a', 'ã', 'i', 'ĩ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃', 'ɜ', 'ɜ̃', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃']"
ZOQUE,"['b', 'd', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'ts', 'w', 'ŋ', 'ɡ', 'ʔ', 'a', 'i', 'o̞', 'u', 'ɛ', 'ɤ̟̞̃']"
ZULU,"['d̠ʒ', 'f', 'h', 'j', 'k', 'kǁ͓', 'kǃ̠', 'kǃ͓', 'kʟ̥ʼ', 'kʰ', 'kʼ', 'l', 'm', 'n', 'n̠', 'p', 'pʰ', 'pʼ', 'r', 's', 't', 'tʰ', 'tʼ', 't̠ʃʼ', 'v', 'w', 'z', 'ɓ', 'ɦ', 'ɬ', 'ɮ', 'ʃ', 'a', 'i', 'u', 'ɔ', 'ɛ']"
ZUNI,"['h', 'j', 'kʰ', 'kʷʰ', 'kʷʼ', 'kʼ', 'l̪|l', 'm', 'n̪|n', 'p', 's̪|s', 't̠ʃʰ', 't̠ʃʼ', 't̪s̪ʰ|tsʰ', 't̪s̪ʼ|tsʼ', 't̪|t', 'w', 'ɬ̪|ɬ', 'ʃ', 'ʔ', 'a', 'i', 'u', 'ɔ', 'ɛ']"
Abidji,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'w', 'ɟ', 'ɡ', 'ɡb', 'ɲ', 'ʔ', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃', 'cç', 'ɟʝ', '˦', '˨']"
Adioukrou,"['b', 'd', 'dz', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ɡ', 'ɡb', 'ɲ', '˦', '˦˨', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'd̠ʒ', '˧', '˨˦']"
Adja,"['b', 'd', 'd̠ʒ', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɖ', 'ɡ', 'ɡb', 'ɣ', 'ɲ', 'ʁ', 'ʃ', 'ʒ', 'χ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃', 'h', 'x', 'ẽ', 'õ']"
Agni Sanvi,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'w', 'ç', 'ŋʷ', 'ɡ', 'ɡb', 'ɲ', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ə', 'ə̃', 'ɛ', 'ɪ', 'ɪ̃', 'ʊ', 'ʊ̃']"
Ahlõ,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɖ', 'ɡ', 'ɡb', 'ɲ', '˦', '˧', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Akɔɔse,"['b', 'd', 'd̠ʒ', 'h', 'j', 'k', 'l', 'm', 'mb', 'n', 'nd', 'nz', 'p', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋɡ', 'ɡ', 'ɲ', 'ʔ', '˦', '˦˨', '˨', '˨˦', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɒː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɛː', 'ɤː']"
Anufɔ,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋm', 'ɡ', 'ɡb', 'ɲ', 'ʃ', '˦', '˨', 'a', 'aː', 'ã', 'e', 'eː', 'i', 'iː', 'ĩ', 'o', 'oː', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃']"
Arabe,"['b', 'bː', 'd', 'dː', 'dˤ', 'dˤː', 'd̠ʒ', 'd̠ʒː', 'f', 'fː', 'h', 'hː', 'j', 'jː', 'k', 'kː', 'l', 'lː', 'm', 'mː', 'n', 'nː', 'r', 'rː', 's', 'sː', 'sˤ', 'sˤː', 't', 'tː', 'tˤ', 'tˤː', 'v', 'vː', 'w', 'wː', 'x', 'xː', 'z', 'zː', 'zˤ', 'zˤː', 'ħ', 'ħː', 'ɡ', 'ɡː', 'ɣ', 'ɣː', 'ʃ', 'ʃː', 'ʔ', 'ʔː', 'ʕ', 'ʕː', 'a', 'aː', 'eː', 'i', 'iː', 'oː', 'u', 'uː']"
Avokaya,"['b', 'd', 'dr', 'dz', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'mb', 'n', 'nd', 'ndr', 'ndz', 'p', 'r', 's', 't', 'tr', 'ts', 'v', 'w', 'wˀ', 'z', 'ŋ', 'ŋmɡb', 'ŋɡ', 'ɓ', 'ɗ', 'ɡ', 'ɡb', 'ɱv', 'ɲ', 'ʔ', 'ʔʲ', '˦', '˧', '˨', '˨˦', 'a', 'aː', 'i', 'iː', 'u', 'uː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɛː', 'ɪ', 'ɪː']"
Babungo,"['b', 'bʷ', 'd', 'dʷ', 'd̠ʒ', 'f', 'fʷ', 'j', 'jʷ', 'k', 'kʷ', 'l', 'lʷ', 'm', 'mb', 'mbʷ', 'mʷ', 'n', 'nd', 'ndʷ', 'ns', 'nsʷ', 'nt', 'ntʷ', 'nz', 'nzʷ', 'nʷ', 'n̠d̠ʒ', 'n̠d̠ʒʷ', 'n̠ʃ', 'n̠ʃʷ', 's', 'sʷ', 't', 'tʷ', 'v', 'w', 'z', 'zʷ', 'ŋ', 'ŋk', 'ŋkʷ', 'ŋɡ', 'ŋɡʷ', 'ŋʷ', 'ɡ', 'ɡʷ', 'ɣ', 'ɱf', 'ɱfʷ', 'ɱv', 'ɲ', 'ɲʷ', 'ʃ', 'ʃʷ', 'ʔ', '˦', '˦˧', '˦˨', '˧', '˨', '˨˦', '˨˦˧', '˨˧', '˩', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɨ', 'ɨː']"
Bafut,"['b', 'd', 'dz', 'f', 'j', 'k', 'l', 'm', 'n', 'r', 's', 't', 'ts', 'w', 'z', 'ŋ', 'ɡ', 'ɣ', 'ʃ', 'ʒ', 'ʔ', '˦', '˦˨', '˦↓˦', '˧', '˧˨', '˨', '˨˦', '˨˧', '˨˧˨', '↓˦˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɛː', 'ɨ', 'ɨː']"
Baka,"['b', 'd', 'h', 'j', 'k', 'kp', 'l', 'm', 'mb', 'n', 'nd', 's', 't', 'w', 'ŋmɡb', 'ŋɡ', 'ɓ', 'ɗ', 'ɟ', 'ɡ', 'ɡb', 'ɲ', 'ɲɟ', 'ɸ', 'ʔ', '˦', '˦˨', '˧', '˧˨', '˨', '˨˧', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'd̠ʒ', 'n̠d̠ʒ']"
Bambara,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'z', 'ŋ', 'ɡ', 'ɲ', '˦', '˨', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃']"
Banda,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'mb', 'n', 'nd', 'n̠d̠ʒ', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋmɡb', 'ŋɡ', 'ɡ', 'ɡb', 'ɱv', 'ɲ', 'ʃ', 'ʒ', 'ʔ', 'ⱱ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ə', 'ɨ', 'mv', 'nz', 'ɾ', 'ɛ', 'ʉ']"
Bandi,"['d', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'mb', 'n', 'nd', 'n̠d̠ʒ', 'p', 's', 't', 'v', 'w', 'ŋ', 'ŋɡ', 'ɓ', 'ɡ', 'ɡb', 'ɣ', '˦', '˦˨', '˨', '↓˦', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃']"
Baoulé,"['b', 'c', 'd', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'w', 'z', 'ɟ', 'ɡ', 'ɡb', 'ɲ', '˦', '˦˨', '˨', '˨˦', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Bariba,"['b', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'w', 'ɡ', 'ɡb', '˦', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Basaa,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kʷ', 'l', 'm', 'mb', 'n', 'nd', 'p', 'r', 's', 't', 'v', 'w', 'ŋ', 'ŋɡ', 'ŋɡʷ', 'ŋʷ', 'ɓ', 'ɟ', 'ɡʷ', 'ɥ', 'ɲ', 'ɲɟ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Bassa,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ɓ', 'ɖ', 'ɡ', 'ɡb', 'ɲ', '˦', '˦˨', '˧', '˧˨', '˨', '˨˦', '˨˧', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Bassar,"['b', 'd', 'd̠ʒ', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋm', 'ɡ', 'ɡb', 'ɲ', '˦', '˧', '˨', 'a', 'eː', 'i', 'oː', 'u', 'ɔ']"
Bété,"['b', 'c', 'd', 'f', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ŋ', 'ɟ', 'ɡ', 'ɡb', 'ɣ', 'ɲ', 'β', '˦', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ə', 'əː', 'ɛ', 'ɛː', 'ɨ', 'ɨː', 'ɪ', 'ɪː', 'ʉ', 'ʉː', 'ʊ', 'ʊː', 'ʌ', 'ʌː']"
Bekwarra,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋm', 'ɡ', 'ɡb', 'ɲ', 'ʃ', '˦', '˧', '˨', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː']"
Berom,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'ts', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡb', 'ʃ', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Bɛ̀ŋ,"['b', 'c', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 'v', 'w', 'z', 'ŋ', 'ŋm', 'ɟ', 'ɡ', 'ɡb', 'ɲ', '˦', '˦˨', '˧', '˧˨', '˨', '˨˦', 'a', 'aː', 'ã', 'e', 'eː', 'i', 'iː', 'ĩ', 'o', 'oː', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃']"
Bhele,"['b', 'd', 'd̠ʒ', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'w', 'ɓ', 'ɗ', 'ɡ', 'ɡb', 'ɲ', '˦', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ']"
Biali,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 's', 't', 'w', 'ɾ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ə', 'ə̃']"
Bimoba,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ŋm', 'ɡ', 'ɡb', 'ɲ', '˥˩', '˦', '˧', '˨', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃']"
Bisa,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kʲ', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ɡ', 'ɡʲ', 'ɲ', '˦', '˧', '˨', 'a', 'ã', 'e', 'ẽ', 'i', 'ĩ', 'o', 'õ', 'u', 'ũ', 'ɔ', 'ə', 'ɛ', 'ɪ', 'ʊ']"
Bobo,"['b', 'd', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ɓ', 'ɡ', 'ɲ', '˦', '˨', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɛ', 'ɛː', 'ɛ̃', 'kp', 'ŋ', 'ɡb', 'ɔ', 'ɔː', 'ɔ̃']"
Boussa,"['b', 'd', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 'v', 'w', 'z', 'ɡ', 'ɡb', 'ʔ', '˦', '˧', '˨', 'a', 'ã', 'e', 'i', 'ĩ', 'o', 'u', 'ũ', 'ɔ', 'ɔ̃', 'ɛ', 'ɛ̃']"
Bozo,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ɡ', 'ɲ', 'χ', 'a', 'aː', 'e', 'eː', 'i', 'iː', 'o', 'oː', 'u', 'uː', 'ɔ', 'ɔː', 'ɛ', 'ɛː']"
Bulu,"['b', 'c', 'd', 'f', 'j', 'k', 'kp', 'l', 'm', 'mb', 'n', 'nd', 's', 't', 'v', 'w', 'z', 'ŋ', 'ŋmɡb', 'ŋɡ', 'ɟ', 'ɱv', 'ɲ', 'ʔ', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ə']"
Cerma,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'ŋ', 'ɡ', 'ɡb', '˦', '˦˨', '˨', '˨˦', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃']"
Chumburung,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 'r', 's', 't', 't̠ʃ', 'w', 'ŋ', 'ɡ', 'ɡb', 'ɲ', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
Daba,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'kʷ', 'l', 'm', 'mb', 'n', 'nd', 'n̠d̠ʒ', 'p', 'r', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ŋmɡb', 'ŋɡʷ', 'ɓ', 'ɗ', 'ɡ', 'ɡb', 'ɡʷ', 'ɥ', 'ɬ', 'ɮ', 'ʔʷ', 'β', '˦', '˦˨', '˧', '˨', '˨˦', 'a', 'e', 'i', 'o', 'u', 'ɨ', 'x', 'ŋɡ', 'ŋɡmb', 'ʔ', 'ⱱ', 'ɔ', 'ɛ']"
Dagaare,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ŋm', 'ɓ', 'ɡ', 'ɡb', 'ɲ', '˦', '˨', '↓', 'a', 'aː', 'ã', 'e', 'eː', 'ẽ', 'i', 'iː', 'ĩ', 'o', 'oː', 'õ', 'u', 'uː', 'ũ', 'ɔ', 'ɔː', 'ɔ̃', 'ɛ', 'ɛː', 'ɛ̃', 'ɪ', 'ɪː', 'ɪ̃', 'ʊ', 'ʊː', 'ʊ̃']"
Dagara,"['b', 'd', 'd̠ʒ', 'f', 'h', 'j', 'k', 'kp', 'l', 'lʔ', 'm', 'n', 'p', 's', 't', 't̠ʃ', 'v', 'w', 'z', 'ŋ', 'ŋm', 'ɓ', 'ɡ', 'ɡb', 'ɦ', 'ɲ', 'ʔ', 'ʔʲ', 'ʔʷ', '˦', '˦˨', '˨', 'a', 'e', 'i', 'o', 'u', 'ɔ', 'ɛ', 'ɪ', 'ʊ']"
